# form	pos	sources — entries in no book, holding up nothing
# tools/prune.py
ұсаттыру	?	kazdict
ұсатушы	n	apertium,baseline
ұсатылу	?	kazdict
ұсақ-түйек	n	apertium,kazdict
ұсақтату	?	kazdict
ұсақтаушы	n	apertium,kazdict
ұсақтағыш	n	baseline,kazdict
ұсды	?	kazdict
ұсдым	?	kazdict
ұснаттым	?	kazdict
ұстазхана	n	kazdict
ұсталым	n	kazdict
ұсталыну	?	kazdict
ұстамала	?	kazdict
ұстамалау	?	kazdict
ұстанылуын	?	baseline
ұстаным-аттитюд	?	kazdict
ұстаттыру	?	kazdict
ұстатқызу	?	kazdict
ұсташылық	n	kazdict
ұстаңқырау	?	kazdict
ұстын-қада	?	kazdict
ұстынаралықтар	?	kazdict
ұстынтізбек	?	kazdict
ұстынша	n	kazdict
ұсынақы	?	baseline
ұсынбалы	adj	kazdict
ұсынту	?	kazdict
ұсынылғаннан	?	baseline
ұсынғыз	?	kazdict
ұсынғызу	?	kazdict
ұсытты	?	kazdict
ұсықты	?	kazdict
ұсқынсыздану	?	kazdict
ұсұл	?	kazdict
ұтанды	?	kazdict
ұтрұланды	?	kazdict
ұтрұнды	?	kazdict
ұтсұқты	?	kazdict
ұтыласу	?	kazdict
ұтылау	v	kazdict
ұтылыссыз	adj	apertium,baseline
ұтылыңқыра	?	kazdict
ұтылыңқырау	?	kazdict
ұтымтал	adj	baseline,kazdict
ұтырды-тетірді	?	kazdict
ұтырлану	v	kazdict
ұтырлас	?	kazdict
ұтырласу	v	kazdict
ұтыссыз	adj	apertium
ұтыстыр	?	baseline
ұтыға	?	baseline
ұтықтас	v	kazdict
ұтықтасу	?	kazdict
ұтыңқыра	?	kazdict
ұтыңқырау	?	kazdict
ұтқызыңқыра	?	kazdict
ұтұнч	?	kazdict
ұтұшды	?	kazdict
ұхшамас	?	kazdict
ұхшар	?	kazdict
ұхшаса	?	kazdict
ұхшатдылар	?	kazdict
ұхшатмадылар	?	kazdict
ұхшатмай	?	kazdict
ұхшатсаңыз	?	kazdict
ұчасы	?	kazdict
ұчасын	?	kazdict
ұчрадұқ	?	kazdict
ұчыраб	?	kazdict
ұчырады	?	kazdict
ұчұны	?	kazdict
ұшалды	?	kazdict
ұшан-дария	adj	kazdict
ұшан-теңіз	adj	kazdict
ұшансу	n	kazdict
ұшатты	?	kazdict
ұшақ-анфибия	n	kazdict
ұшақ-нысана	n	kazdict
ұшақлады	?	kazdict
ұшақлық	?	kazdict
ұшбыр	n	kazdict
ұшды	?	kazdict
ұшланды	?	kazdict
ұшпалылық	n	apertium
ұшпу	?	kazdict
ұшпұтта	?	kazdict
ұштату	?	kazdict
ұштаңқыра	?	kazdict
ұштаңқырау	?	kazdict
ұшты-күйді	adv	kazdict
ұшты-күйлі	adv	kazdict
ұшты-күйім	adv	kazdict
ұшты-ұшты	n	kazdict
ұшы-қиырсыз	adv	apertium,kazdict
ұшы-қиыры	n	kazdict
ұшындыру	?	kazdict
ұшынту	?	kazdict
ұшыну	?	baseline,kazdict
ұшып-қон	v	kazdict
ұшып-қонба	adj	kazdict
ұшып-қонды	?	kazdict
ұшып-қону	?	kazdict
ұшырлы	?	baseline
ұшырту	?	kazdict
ұшырылу	?	kazdict
ұшырынды	n	baseline,kazdict
ұшырысу	?	kazdict
ұшығу	v	kazdict
ұшық-ұшық	n	kazdict
ұшықбас	n	kazdict
ұшықтал	?	baseline,kazdict
ұшықталу	?	kazdict
ұшықтату	?	kazdict
ұшықшы	n	kazdict
ұшқалақтану	?	kazdict
ұшқалақтат	?	baseline
ұшқанақ	n	kazdict
ұшқарылан	v	kazdict
ұшқарыландыр	?	kazdict
ұшқарыландыру	?	kazdict
ұшқарылану	?	kazdict
ұшқасу	?	baseline,kazdict
ұшқындал	?	kazdict
ұшқындалу	?	kazdict
ұшқындану	?	kazdict
ұшқындас	adj	kazdict
ұшқындыру	v	kazdict
ұшқынт	?	kazdict
ұшқырландыр	?	baseline,kazdict
ұшқырландыру	?	kazdict
ұшқырлану	?	baseline,kazdict
ұшұқты	?	kazdict
ұюлы	adj	kazdict
ұя-жай	n	kazdict
ұябөрік	adj	kazdict
ұялану	?	kazdict
ұялмай-қызармай	adv	apertium,kazdict
ұялшақтандыр	?	kazdict
ұялшақтандыру	?	kazdict
ұялшақтану	?	kazdict
ұялыңқырау	?	kazdict
ұялғансу	?	kazdict
ұят-ар	n	kazdict
ұятсыну	?	baseline,kazdict
ұяшыл	adj	kazdict
ұяңдану	?	kazdict
ұяңдас	?	kazdict
ұяңдылық	n	kazdict
ұғланкам	?	kazdict
ұғланларының	?	kazdict
ұғлығ	adj	kazdict
ұғрылықдын	?	kazdict
ұғрытұр	?	kazdict
ұғымдылау	adj	kazdict
ұғымсақ	adj	kazdict
ұғымталдау	adj	kazdict
ұғында	?	kazdict
ұғындырылу	?	kazdict
ұғынту	?	kazdict
ұғынысушылық	n	kazdict
ұғырыш	n	kazdict
ұғыт	n	kazdict
ұғытта	v	kazdict
ұғыттау	?	kazdict
ұғышар	n	kazdict
ұғыңқыра	?	kazdict
ұғыңқырау	?	kazdict
ұқлаб	?	kazdict
ұқламай	?	kazdict
ұқлаған	?	kazdict
ұқмыш	n	kazdict
ұқпаит	?	baseline
ұқсарсыз	adj	kazdict
ұқсастырғыш	n	kazdict
ұқсатымпаз	adj	kazdict
ұқсатқыз	?	baseline,kazdict
ұқсатқызу	?	kazdict
ұқсатқыш	n	kazdict
ұқсаушылық	n	baseline,kazdict
ұқсағандық	n	kazdict
ұқсаңқырау	?	kazdict
ұқтырт	?	baseline
ұқтұрды	?	kazdict
ұқшұ	abbr	apertium
ұқыды	?	kazdict
ұқыптал	?	baseline,kazdict
ұқыпталу	?	kazdict
ұқыптау	?	baseline,kazdict
ұққыштық	n	baseline,kazdict
ұқұлды	?	kazdict
ұқұнды	?	kazdict
ұқұндұм	?	kazdict
ұқұш	?	kazdict
ұқұшлұғ	?	kazdict
ұқұштылар	?	kazdict
ұңғуыр	n	baseline,kazdict
ұңғыл-шұңғыл	adj	kazdict
ұңғыла	?	baseline,kazdict
ұңғылан	?	kazdict
ұңғылану	?	kazdict
ұңғылас	?	baseline,kazdict
ұңғыласу	?	kazdict
ұңғылату	?	kazdict
ұңғылау	n	apertium,baseline,kazdict
ұңғымалы	adj	kazdict
ұңғырау	n	kazdict
ұңғыру	?	kazdict
ұңғыттан	?	baseline
ұңғыттану	?	baseline
ұңғыту	?	kazdict
һабта	?	kazdict
һадар	?	kazdict
һазардастан	?	kazdict
һазим	?	kazdict
һайбатлық	?	kazdict
һалқум	?	kazdict
һамин	?	kazdict
һарамдұр	?	baseline
һарф	?	kazdict
һат	?	kazdict
һатаф	?	kazdict
һауале	?	kazdict
һауиа	?	kazdict
һафт	?	kazdict
һафтум	?	kazdict
һашари	?	kazdict
һезаре	?	kazdict
һеммәт	?	kazdict
һес	?	kazdict
һесес	?	kazdict
һечнемеден	?	kazdict
һечнәмерсе	?	kazdict
һида	?	kazdict
һишким	?	kazdict
һуда	?	kazdict
һудһуд	?	kazdict
һулла	?	kazdict
һунар	?	kazdict
һунур	?	kazdict
һурат	?	kazdict
һушманд	?	kazdict
һуққа	?	kazdict
һуққаан	?	kazdict
һқақланды	?	kazdict
һұжұм	?	kazdict
һұмай	?	kazdict
һәйран	?	baseline
һәйһат	?	kazdict
һәмсал	?	kazdict
һәмта	?	kazdict
һәмәд	?	kazdict
һәрнеменің	?	kazdict
һәрнече	?	kazdict
һәрхид	?	kazdict
һәрчанд	?	kazdict
һәрқанча	?	kazdict
һөнерлік	?	kazdict
ә-ә-ә	?	kazdict
әбденов	np	apertium
әбдиев	np	apertium
әбдібақыт	np	apertium,kazdict
әбдімәжит	?	kazdict
әбдінасыр	np	apertium,kazdict
әбдірахымов	np	apertium
әбдірақымұлы	np	apertium
әбдіреңкі-күбдіреңкі	?	kazdict
әбдірә	?	kazdict
әбдісақып	?	kazdict
әбдісейіт	np	apertium,kazdict
әбдіғазиз	np	apertium,kazdict
әбдіғожа	?	kazdict
әбдіқайыр	np	apertium,kazdict
әбдіқожа	np	apertium
әбейлеу	v	kazdict
әбессіну	?	baseline,kazdict
әбестен	v	kazdict
әбжал	?	kazdict
әбжін	?	kazdict
әбзелдену	?	kazdict
әбзелдету	?	kazdict
әбзелсіз	adj	kazdict
әбзелсіздік	n	kazdict
әбзелхана	n	apertium,kazdict
әбзелші	n	baseline,kazdict
әбзіл	adj	kazdict
әбзілдік	?	kazdict
әбиба	np	apertium,kazdict
әбике	?	kazdict
әбиірсіз	adj	kazdict
әблет	?	kazdict
әблязов	np	apertium
әброй	?	kazdict
әбсалам	np	apertium
әбсамат	np	apertium
әбтиек	n	kazdict
әбу-даби	np	apertium
әбусадық	np	apertium,kazdict
әбутас	n	kazdict
әбуғалым	np	apertium,kazdict
әбі-тәбі	adv	kazdict
әбігерлендір	?	baseline
әбіжат	n	kazdict
әбіжін	?	kazdict
әбілғожа	?	kazdict
әбілқайым	np	apertium,kazdict
әбіләзов	np	apertium
әбінан	?	kazdict
әбінауат	n	kazdict
әбір-гүбір	?	kazdict
әбіреттен	v	kazdict
әбіреттену	?	kazdict
әбіреттеу	?	kazdict
әбіржіту	?	kazdict
әбіс	?	kazdict
әбүиір	n	baseline,kazdict
әгеншіл	adj	kazdict
әгерден	?	kazdict
әгерже	np	apertium
әгерше	post	kazdict
әгүрсай	?	kazdict
әгүршік	?	kazdict
әгәрдәм	?	kazdict
әгәрче	?	kazdict
әдебиеттену	?	kazdict
әдеблік	?	kazdict
әдейсіз	adv	apertium
әдейіленіп	adv	kazdict
әдекенов	np	apertium
әделетсіз	adj	kazdict
әделетсіздік	n	kazdict
әделетті	?	kazdict
әделеттілік	n	kazdict
әделетші	?	kazdict
әделетшіл	adj	kazdict
әдеміленді	?	kazdict
әдемісу	?	baseline
әдеп-иба	n	kazdict
әдеп-ибадат	n	kazdict
әдеп-ғұрып	n	kazdict
әдеп-әркен	n	kazdict
әдепнама	n	kazdict
әдепсізден	v-intrans	apertium,baseline,kazdict
әдепсіздену	?	baseline,kazdict
әдептілен	?	kazdict
әдет-дағды	n	kazdict
әдет-дәстүр	n	kazdict
әдет-салт	n	kazdict
әдет-ғұрып	n	apertium,kazdict
әдет-үріп	?	kazdict
әдетгену	?	kazdict
әдзіз	?	kazdict
әдиба	np	apertium,kazdict
әдила	np	apertium,kazdict
әдина	?	kazdict
әдипа	n	kazdict
әдібұлдық	n	kazdict
әділет-шындық	n	kazdict
әділімсу	?	kazdict
әділімсі	?	kazdict
әдіптелу	?	kazdict
әдіптету	?	kazdict
әдіпқұйрық	n	kazdict
әдірет	n	kazdict
әдіс-айла	n	kazdict
әдіс-тәсіл	n	kazdict
әдістену	?	kazdict
әдісшілдік	n	kazdict
әдісқойлау	?	kazdict
әдәйі	?	kazdict
әдәуір	?	kazdict
әжейіпхана	?	kazdict
әжелеу	?	kazdict
әжетайлау	?	kazdict
әжине	n	kazdict
әжинедей	adj	kazdict
әжмұхамбет	np	apertium
әжуа-мазақ	n	kazdict
әжуа-сықақ	n	kazdict
әжуалас	?	kazdict
әжуаласу	?	kazdict
әжуеле	?	kazdict
әжік-бүжік	n	kazdict
әжік-күжік	adv+n	kazdict
әжік-күжін	?	kazdict
әжілік	?	kazdict
әжім-әжім	adj	kazdict
әжімделу	?	kazdict
әжімдену	?	baseline,kazdict
әжімдеу	?	kazdict
әжімұхамбет	np	apertium
әжірек	n	baseline,kazdict
әжіреңде	?	kazdict
әжіреңдеу	?	kazdict
әжірік	n	kazdict
әжү	n	kazdict
әжәйіп	?	kazdict
әзбарақ	n	kazdict
әзборақ	n	kazdict
әзгәне	?	kazdict
әзгәнтай	?	kazdict
әздектен	?	kazdict
әздектену	?	kazdict
әздектеу	v	kazdict
әздә	?	kazdict
әзеген	adj	kazdict
әзеден	?	kazdict
әзезілше	adv	kazdict
әзер-мәзер	adv	kazdict
әзер-пәзер	adv	kazdict
әзер-әзер	adv	kazdict
әзерлеп	?	kazdict
әзет-қақпыш	n	kazdict
әзетте	?	kazdict
әзиет	n	kazdict
әзкәр	?	kazdict
әзізбай	np	apertium
әзізбек	np	apertium
әзізжан	np	apertium
әзізлен	?	kazdict
әзізлену	pron	kazdict
әзізсейіт	np	apertium
әзізқали	np	apertium
әзізқожа	np	apertium
әзіл-күлкі	n	kazdict
әзіл-мазақ	n	kazdict
әзіл-мәзіл	n	kazdict
әзіл-наз	?	kazdict
әзіл-ойын	?	kazdict
әзіл-оспақ	n	apertium,kazdict
әзіл-оспақсыз	?	kazdict
әзіл-оспақты	adj	apertium
әзіл-сауық	n	kazdict
әзіл-сықақ	n	kazdict
әзіл-сыңқыл	?	kazdict
әзіл-қалжың	n	apertium,kazdict
әзіл-әжуа	?	kazdict
әзіл-өкпе	n	kazdict
әзілгөй	?	kazdict
әзілдегенсу	?	kazdict
әзілдегіш	?	kazdict
әзілдескенсу	?	kazdict
әзілдескенсі	v	kazdict
әзілдескіш	n	apertium
әзілкештен	v	kazdict
әзілшең	adj	kazdict
әзілші	n	kazdict
әзілшілдік	?	kazdict
әзілқойлан	v	kazdict
әзілқойлану	?	kazdict
әзілқор	?	kazdict
әзілқос	?	kazdict
әзімке	n	kazdict
әзірейілше	adv	kazdict
әзірленіл	?	kazdict
әзірленілу	?	kazdict
әзірлеттір	?	kazdict
әзірлеттіру	?	kazdict
әзірлету	?	kazdict
әзіршіл	adj	kazdict
әзәлдан	adv	kazdict
әидік	?	kazdict
әитеу	?	kazdict
әй-пай	?	kazdict
әй-шүй	?	kazdict
әйбет	adj	kazdict
әйбеттеп	adv	kazdict
әйбәдік	?	kazdict
әйбәйлау	?	kazdict
әйбәтмия	n	kazdict
әйгілету	?	kazdict
әйдек	?	kazdict
әйделден	adv	kazdict
әйдемде	?	kazdict
әйдік-шәйдік	?	kazdict
әйдік-әйдік	?	kazdict
әйдіктен	?	kazdict
әйдіктену	?	kazdict
әйдіңгердей	adj	kazdict
әйдіңгірдей	?	kazdict
әйел-ана	n	kazdict
әйел-еркек	n	kazdict
әйелбесін	?	kazdict
әйелдену	?	kazdict
әйелсіну	?	kazdict
әйелсіреу	?	kazdict
әйелшілік	n	kazdict
әйенкес	adj	baseline,kazdict
әйенкестен	?	kazdict
әйенкестік	n	kazdict
әйенсек	adj	kazdict
әйеншектену	?	kazdict
әйеншектік	n	kazdict
әйеңкестік	?	kazdict
әйзік	n	baseline,kazdict
әйкелтараш	?	kazdict
әйкеш	n	kazdict
әйкәпірле	v	kazdict
әйкәпірлен	?	kazdict
әйкәпірлену	?	kazdict
әйкәпірлеу	adj	kazdict
әйлез	adj	kazdict
әйлездік	n	kazdict
әйлеңкесте	?	kazdict
әймік	?	kazdict
әйнекейлі	adj	kazdict
әйнекейсіз	adj	kazdict
әйнекелер	?	kazdict
әйнеккескіш	?	kazdict
әйнектелу	?	kazdict
әйнектет	?	kazdict
әйнектету	?	kazdict
әйнектеуші	n	apertium,kazdict
әйнекшілік	n	kazdict
әйнем	?	kazdict
әйнешек	n	apertium
әйнік	?	kazdict
әйсе	?	kazdict
әйт-шүу	?	kazdict
әйтенов	np	apertium
әйту	?	kazdict
әйтіп-бүйтіп	adv	kazdict
әйтіреу	?	kazdict
әйтөгір	?	kazdict
әке-ау	?	kazdict
әке-баба	?	kazdict
әке-бала	n	kazdict
әке-көке	n	kazdict
әке-көкеле	v	kazdict
әке-көкелеу	?	kazdict
әке-шеше	n	apertium,kazdict
әке-үке	?	kazdict
әкебас	?	kazdict
әкеесім	n	kazdict
әкей-үкей	?	kazdict
әкей-үкейле	v	kazdict
әкей-үкелесу	?	kazdict
әкелгізу	?	kazdict
әкелмейтіндіктен	?	baseline
әкелі-балалы	adj	kazdict
әкелім	n	baseline,kazdict
әкемдетіп	adv	kazdict
әкемсу	?	kazdict
әкемсі	v	kazdict
әкендоз	?	kazdict
әкестік	?	kazdict
әкесіз-шешесіз	adj	kazdict
әкетай-көкетай	n	kazdict
әкетай-көкетайла	v	kazdict
әкетайлау	?	kazdict
әкеттір	?	kazdict
әкеттіру	?	kazdict
әкетілін	?	kazdict
әкетіліну	?	kazdict
әкиек	n	apertium
әкиет	n	kazdict
әкият	?	kazdict
әкку	n	kazdict
әккілену	?	baseline,kazdict
әккістеу	adj	kazdict
әкондүз	?	kazdict
әкпей	n	kazdict
әкпелі-сіңлілі	adj	kazdict
әкпіштей	adj	kazdict
әкрамбай	np	apertium
әкрамбек	np	apertium
әксөндіргіш	?	kazdict
әктелгендік	n	kazdict
әктелу	?	kazdict
әктелін	v	kazdict
әктеліну	?	kazdict
әктес	?	kazdict
әктесу	?	kazdict
әктету	?	kazdict
әктеуші	n	apertium
әкті-мәкті	n	kazdict
әктіле	?	kazdict
әктілеу	?	kazdict
әктіөгіз	?	kazdict
әктәлу	?	kazdict
әкучкелеу	?	kazdict
әкшашқыш	n	kazdict
әкім-әмірші	n	kazdict
әкімбастық	?	kazdict
әкімгерлік	n	kazdict
әкімнұр	np	apertium
әкімсу	?	kazdict
әкімсіну	?	kazdict
әкімсіт	?	kazdict
әкімсіту	?	kazdict
әкімтай	np	apertium
әкімтақ	n	kazdict
әкімшіге	?	baseline
әкімшіл-қысымшыл	adj	kazdict
әкімшіл-әміршіл	adj	kazdict
әкімшілдендіру	v	kazdict
әкімшілдік-тұқыртушылық	adj	kazdict
әкімшілдік-әміршілдік	adj	kazdict
әкімшілендіруге	?	baseline
әкімшілері	?	baseline
әкімшілерімен	?	baseline
әкімшілерін	?	baseline
әкімшілерінің	?	baseline
әкімшінің	?	baseline
әкімшісін	?	baseline
әкімшісінде	?	baseline
әкімшісіне	?	baseline
әкімшісінен	?	baseline
әкімшісінің	?	baseline
әкіреи	?	kazdict
әкірею	?	kazdict
әкірең-әкірең	?	kazdict
әкіреңдету	?	kazdict
әкіреңдік	n	kazdict
әкіреңшіл	adj	kazdict
әкіру	?	kazdict
әкіс	adj	kazdict
әкүн-шүкін	adj	kazdict
әл-аббас	np	apertium
әл-ансар	?	kazdict
әл-асхаб	?	kazdict
әл-ауқал	n	kazdict
әл-ауқат	n	apertium,kazdict
әл-ахуал	?	kazdict
әл-ашарийа	?	kazdict
әл-бабииа	?	kazdict
әл-басри	np	apertium
әл-батинийа	?	kazdict
әл-бурак	?	kazdict
әл-дем	n	kazdict
әл-дәрмен	n	kazdict
